time,pressure,altitude,velocity,acc_x,acc_y,acc_z,acc_tot
-4.680,98.5661,-0.807,0.000,25.971,-3.558,-18.616,32.151
-4.660,98.5651,-0.579,0.000,26.326,-3.558,-18.112,32.153
-4.640,98.5667,-0.760,0.000,26.326,-3.558,-18.112,32.153
-4.620,98.5635,-0.331,0.000,26.149,-3.380,-18.112,31.988
-4.600,98.5672,-0.304,0.000,26.326,-3.558,-18.364,32.295
-4.580,98.5672,-0.655,0.000,26.149,-3.736,-18.364,32.171
-4.560,98.5672,-0.591,0.000,26.326,-3.558,-18.112,32.153
-4.540,98.5661,-0.303,0.000,26.326,-3.558,-18.364,32.295
-4.520,98.5651,0.097,0.000,26.149,-3.736,-18.112,32.028
-4.500,98.5687,-0.417,0.000,26.149,-3.380,-18.364,32.131
-4.480,98.5672,-0.380,0.000,26.326,-3.558,-18.112,32.153
-4.460,98.5625,-0.235,0.000,26.504,-3.736,-18.112,32.319
-4.440,98.5646,-0.008,0.000,26.326,-3.558,-18.112,32.153
-4.420,98.5620,0.442,0.000,26.326,-3.558,-18.112,32.153
-4.400,98.5604,1.117,0.000,26.326,-3.558,-18.364,32.295
-4.380,98.5625,0.797,0.000,26.326,-3.558,-18.364,32.295
-4.360,98.5640,0.466,0.000,26.326,-3.558,-18.364,32.295
-4.340,98.5646,0.239,0.000,26.149,-3.736,-18.364,32.171
-4.320,98.5651,0.050,0.000,26.326,-3.558,-18.364,32.295
-4.300,98.5667,-0.323,0.000,26.326,-3.558,-18.364,32.295
-4.280,98.5651,0.322,0.000,26.326,-3.558,-18.616,32.439
-4.260,98.5640,0.724,0.000,25.971,-3.558,-18.112,31.862
-4.240,98.5667,0.369,0.000,26.504,-3.736,-18.616,32.603
-4.220,98.5640,0.299,0.000,26.149,-3.736,-18.112,32.028
-4.200,98.5672,-0.091,0.000,26.326,-3.913,-18.112,32.194
-4.180,98.5698,-0.230,0.000,26.149,-3.380,-18.364,32.131
-4.160,98.5661,-0.057,0.000,26.149,-3.736,-18.112,32.028
-4.140,98.5609,0.802,0.000,26.149,-3.736,-18.112,32.028
-4.120,98.5677,0.483,0.000,26.149,-3.736,-18.364,32.171
-4.100,98.5640,0.720,0.000,26.504,-3.380,-18.112,32.279
-4.080,98.5651,0.457,0.000,25.971,-3.558,-18.364,32.006
-4.060,98.5687,-0.200,0.000,26.326,-3.558,-18.112,32.153
-4.040,98.5661,-0.492,0.000,26.326,-3.913,-18.112,32.194
-4.020,98.5625,-0.158,0.000,26.149,-3.380,-18.112,31.988
-4.000,98.5599,0.558,0.000,26.149,-3.736,-18.112,32.028
-3.980,98.5620,0.959,0.000,26.149,-3.736,-18.364,32.171
-3.960,98.5635,1.046,0.000,26.149,-3.736,-18.112,32.028
-3.940,98.5656,0.986,0.000,25.971,-3.558,-18.112,31.862
-3.920,98.5656,0.536,0.000,26.326,-3.558,-18.364,32.295
-3.900,98.5620,0.558,0.000,26.326,-3.558,-18.112,32.153
-3.880,98.5646,0.022,0.000,26.326,-3.558,-18.364,32.295
-3.860,98.5656,0.262,0.000,26.149,-3.736,-18.112,32.028
-3.840,98.5677,-0.039,0.000,26.149,-3.380,-18.364,32.131
-3.820,98.5677,-0.434,0.000,26.149,-3.736,-18.112,32.028
-3.800,98.5687,-0.678,0.000,26.149,-3.736,-18.364,32.171
-3.780,98.5677,-0.958,0.000,26.504,-3.736,-18.364,32.460
-3.760,98.5656,-0.822,0.000,26.149,-3.736,-18.112,32.028
-3.740,98.5656,-0.581,0.000,26.149,-3.380,-18.364,32.131
-3.720,98.5687,-0.865,0.000,26.326,-3.913,-18.112,32.194
-3.700,98.5682,-1.072,0.000,26.326,-3.913,-18.112,32.194
-3.680,98.5630,-0.222,0.000,26.149,-3.380,-18.112,31.988
-3.660,98.5651,0.019,0.000,25.971,-3.558,-18.112,31.862
-3.640,98.5672,-0.065,0.000,26.326,-3.558,-18.364,32.295
-3.620,98.5719,-0.360,0.000,26.326,-3.558,-18.616,32.439
-3.600,98.5646,-0.152,0.000,26.326,-3.913,-18.364,32.336
-3.580,98.5630,0.338,0.000,26.326,-3.913,-18.112,32.194
-3.560,98.5651,0.495,0.000,26.149,-3.736,-18.112,32.028
-3.540,98.5661,0.546,0.000,26.149,-3.736,-18.112,32.028
-3.520,98.5672,0.296,0.000,26.149,-3.736,-18.364,32.171
-3.500,98.5630,0.299,0.000,26.149,-3.736,-18.112,32.028
-3.480,98.5630,0.512,0.000,26.326,-3.558,-18.364,32.295
-3.460,98.5667,0.448,0.000,26.326,-3.558,-18.364,32.295
-3.440,98.5708,-0.002,0.000,26.504,-3.380,-18.364,32.421
-3.420,98.5656,0.020,0.000,26.149,-3.736,-18.112,32.028
-3.400,98.5635,0.371,0.000,26.326,-3.558,-18.364,32.295
-3.380,98.5651,0.313,0.000,26.149,-3.736,-18.364,32.171
-3.360,98.5667,0.206,0.000,26.326,-3.913,-18.364,32.336
-3.340,98.5661,-0.156,0.000,26.326,-3.558,-18.364,32.295
-3.320,98.5667,-0.773,0.000,26.326,-3.558,-18.364,32.295
-3.300,98.5667,-0.915,0.000,26.326,-3.558,-18.112,32.153
-3.280,98.5667,-1.006,0.000,26.504,-3.736,-18.364,32.460
-3.260,98.5599,-0.280,0.000,26.149,-3.736,-18.616,32.315
-3.240,98.5651,-0.243,0.000,26.326,-3.558,-18.112,32.153
-3.220,98.5630,-0.044,0.000,26.504,-3.380,-18.112,32.279
-3.200,98.5651,-0.268,0.000,25.971,-3.558,-18.112,31.862
-3.180,98.5640,-0.333,0.000,26.326,-3.558,-18.364,32.295
-3.160,98.5640,-0.379,0.000,26.149,-3.736,-18.364,32.171
-3.140,98.5661,-0.632,0.000,26.149,-3.736,-18.364,32.171
-3.120,98.5640,-0.604,0.000,26.504,-3.380,-18.364,32.421
-3.100,98.5656,-0.741,0.000,26.326,-3.558,-18.112,32.153
-3.080,98.5651,-0.785,0.000,25.971,-3.558,-18.112,31.862
-3.060,98.5667,-0.976,0.000,26.149,-3.736,-18.112,32.028
-3.040,98.5640,-0.837,0.000,25.971,-3.558,-18.112,31.862
-3.020,98.5599,-0.278,0.000,26.326,-3.913,-18.112,32.194
-3.000,98.5677,-0.385,0.000,26.326,-3.913,-18.364,32.336
-2.980,98.5661,-0.254,0.000,26.149,-3.736,-18.364,32.171
-2.960,98.5640,0.286,0.000,26.149,-3.736,-18.364,32.171
-2.940,98.5620,0.975,0.000,26.326,-3.558,-18.364,32.295
-2.920,98.5620,1.271,0.000,26.326,-3.913,-18.112,32.194
-2.900,98.5646,0.974,0.000,26.149,-3.736,-18.112,32.028
-2.880,98.5625,0.762,0.000,26.149,-3.736,-18.364,32.171
-2.860,98.5640,0.736,0.000,26.149,-3.736,-18.364,32.171
-2.840,98.5687,0.250,0.000,26.326,-3.558,-18.112,32.153
-2.820,98.5661,-0.090,0.000,26.504,-3.736,-18.112,32.319
-2.800,98.5646,0.195,0.000,26.149,-3.380,-18.112,31.988
-2.780,98.5667,0.365,0.000,26.326,-3.558,-18.112,32.153
-2.760,98.5651,0.166,0.000,25.971,-3.558,-18.364,32.006
-2.740,98.5698,-0.650,0.000,26.326,-3.558,-18.112,32.153
-2.720,98.5672,-0.680,0.000,26.326,-3.558,-18.364,32.295
-2.700,98.5667,-0.680,0.000,26.149,-3.736,-18.112,32.028
-2.680,98.5693,-0.663,0.000,26.326,-3.558,-18.364,32.295
-2.660,98.5661,-0.794,0.000,26.326,-3.558,-18.364,32.295
-2.640,98.5635,-0.381,0.000,26.149,-3.380,-18.364,32.131
-2.620,98.5672,-0.757,0.000,26.326,-3.558,-18.364,32.295
-2.600,98.5651,-0.658,0.000,26.504,-3.736,-18.364,32.460
-2.580,98.5630,-0.622,0.000,26.326,-3.558,-18.364,32.295
-2.560,98.5630,-0.032,0.000,26.326,-3.558,-18.112,32.153
-2.540,98.5625,0.161,0.000,26.326,-3.558,-18.112,32.153
-2.520,98.5656,0.086,0.000,26.326,-3.558,-18.112,32.153
-2.500,98.5661,-0.090,0.000,26.149,-3.380,-18.112,31.988
-2.480,98.5646,0.150,0.000,26.149,-3.380,-18.364,32.131
-2.460,98.5635,0.277,0.000,26.149,-3.736,-18.364,32.171
-2.440,98.5677,-0.132,0.000,26.149,-3.736,-18.112,32.028
-2.420,98.5672,-0.351,0.000,26.149,-3.736,-18.364,32.171
-2.400,98.5703,-1.129,0.000,26.504,-3.736,-18.112,32.319
-2.380,98.5646,-0.851,0.000,26.326,-3.558,-18.364,32.295
-2.360,98.5677,-1.002,0.000,25.971,-3.913,-18.112,31.904
-2.340,98.5661,-0.772,0.000,26.149,-3.736,-18.112,32.028
-2.320,98.5651,-0.195,0.000,26.326,-3.913,-18.112,32.194
-2.300,98.5656,-0.622,0.000,26.149,-3.736,-18.112,32.028
-2.280,98.5656,-0.348,0.000,26.326,-3.558,-17.861,32.012
-2.260,98.5672,-0.462,0.000,26.682,-3.558,-18.364,32.586
-2.240,98.5635,-0.385,0.000,26.326,-3.558,-18.364,32.295
-2.220,98.5661,-0.110,0.000,26.682,-3.558,-18.364,32.586
-2.200,98.5661,0.103,0.000,26.326,-3.558,-18.112,32.153
-2.180,98.5646,0.483,0.000,25.971,-3.558,-18.364,32.006
-2.160,98.5672,0.049,0.000,26.326,-3.558,-18.364,32.295
-2.140,98.5667,0.353,0.000,26.149,-3.736,-18.112,32.028
-2.120,98.5630,0.688,0.000,26.149,-3.380,-18.112,31.988
-2.100,98.5677,0.276,0.000,26.326,-3.558,-18.364,32.295
-2.080,98.5646,0.373,0.000,26.149,-3.736,-18.364,32.171
-2.060,98.5693,-0.222,0.000,25.971,-3.202,-18.112,31.824
-2.040,98.5635,0.132,0.000,26.149,-3.380,-18.112,31.988
-2.020,98.5677,-0.414,0.000,26.149,-3.736,-18.364,32.171
-2.000,98.5672,-0.403,0.000,26.326,-3.558,-18.112,32.153
-1.980,98.5651,-0.496,0.000,26.326,-3.558,-17.861,32.012
-1.960,98.5682,-0.615,0.000,26.326,-3.558,-18.112,32.153
-1.940,98.5640,0.024,0.000,26.149,-3.736,-18.364,32.171
-1.920,98.5651,0.036,0.000,26.504,-3.736,-18.112,32.319
-1.900,98.5667,-0.064,0.000,26.504,-3.736,-18.112,32.319
-1.880,98.5656,-0.091,0.000,26.149,-3.736,-18.112,32.028
-1.860,98.5635,-0.386,0.000,26.149,-3.736,-18.364,32.171
-1.840,98.5651,-0.341,0.000,26.326,-3.558,-18.364,32.295
-1.820,98.5656,-0.243,0.000,26.326,-3.558,-18.616,32.439
-1.800,98.5677,-0.328,0.000,26.326,-3.558,-18.112,32.153
-1.780,98.5656,-0.281,0.000,26.326,-3.558,-18.112,32.153
-1.760,98.5682,-0.407,0.000,26.149,-3.736,-18.112,32.028
-1.740,98.5651,-0.060,0.000,26.326,-3.558,-18.112,32.153
-1.720,98.5651,-0.004,0.000,26.504,-3.736,-18.112,32.319
-1.700,98.5677,-0.514,0.000,26.149,-3.736,-18.112,32.028
-1.680,98.5656,-0.257,0.000,26.504,-3.380,-18.112,32.279
-1.660,98.5687,-0.656,0.000,26.326,-3.558,-18.112,32.153
-1.640,98.5661,-0.524,0.000,26.149,-3.380,-18.616,32.276
-1.620,98.5630,-0.248,0.000,26.326,-3.913,-18.112,32.194
-1.600,98.5646,-0.080,0.000,26.149,-3.736,-18.112,32.028
-1.580,98.5630,0.377,0.000,25.971,-3.558,-18.364,32.006
-1.560,98.5646,0.508,0.000,26.149,-3.736,-18.112,32.028
-1.540,98.5651,0.264,0.000,25.971,-3.558,-18.364,32.006
-1.520,98.5667,0.114,0.000,26.326,-3.558,-18.112,32.153
-1.500,98.5651,0.153,0.000,26.149,-3.736,-18.112,32.028
-1.480,98.5640,-0.042,0.000,26.504,-3.380,-18.364,32.421
-1.460,98.5640,-0.092,0.000,26.326,-3.558,-18.112,32.153
-1.440,98.5682,-0.463,0.000,26.326,-3.558,-18.364,32.295
-1.420,98.5677,-0.420,0.000,25.971,-3.558,-18.364,32.006
-1.400,98.5672,-0.542,0.000,26.149,-3.736,-18.364,32.171
-1.380,98.5661,-0.462,0.000,26.504,-3.736,-17.861,32.178
-1.360,98.5646,-0.173,0.000,26.149,-3.380,-17.861,31.846
-1.340,98.5682,-0.436,0.000,26.149,-3.736,-17.861,31.886
-1.320,98.5651,0.298,0.000,25.971,-3.558,-18.364,32.006
-1.300,98.5682,0.325,0.000,26.326,-3.913,-18.364,32.336
-1.280,98.5656,0.336,0.000,26.326,-3.913,-18.364,32.336
-1.260,98.5614,0.059,0.000,26.149,-3.380,-18.364,32.131
-1.240,98.5682,0.053,0.000,26.326,-3.558,-18.112,32.153
-1.220,98.5677,-0.286,0.000,26.326,-3.558,-18.364,32.295
-1.200,98.5682,-0.445,0.000,26.326,-3.558,-18.364,32.295
-1.180,98.5677,-0.616,0.000,26.326,-3.558,-18.364,32.295
-1.160,98.5656,-0.466,0.000,26.504,-3.736,-18.364,32.460
-1.140,98.5646,0.160,0.000,26.149,-3.736,-18.364,32.171
-1.120,98.5625,-0.010,0.000,25.971,-3.558,-18.112,31.862
-1.100,98.5677,-0.093,0.000,26.326,-3.913,-18.112,32.194
-1.080,98.5646,-0.160,0.000,26.326,-3.558,-18.112,32.153
-1.060,98.5661,-0.049,0.000,26.326,-3.558,-18.112,32.153
-1.040,98.5672,-0.179,0.000,26.682,-3.913,-18.364,32.627
-1.020,98.5635,-0.118,0.000,26.326,-3.558,-18.112,32.153
-1.000,98.5656,-0.237,0.000,26.326,-3.558,-18.364,32.295
-0.980,98.5640,-0.218,0.000,26.149,-3.736,-18.112,32.028
-0.960,98.5677,-0.696,0.000,26.504,-3.736,-18.364,32.460
-0.940,98.5651,-0.683,0.000,26.504,-3.380,-18.112,32.279
-0.920,98.5677,-0.988,0.000,25.971,-3.558,-18.616,32.151
-0.900,98.5672,-0.720,0.000,26.504,-3.380,-18.364,32.421
-0.880,98.5625,-0.551,0.000,26.149,-3.736,-18.112,32.028
-0.860,98.5667,-0.629,0.000,26.149,-3.736,-18.112,32.028
-0.840,98.5625,-0.685,0.000,26.149,-3.736,-18.112,32.028
-0.820,98.5667,-0.615,0.000,26.326,-3.558,-18.112,32.153
-0.800,98.5635,-0.551,0.000,26.326,-3.913,-18.112,32.194
-0.780,98.5667,-0.887,0.000,26.149,-3.736,-18.364,32.171
-0.760,98.5672,-0.650,0.000,26.149,-3.380,-18.112,31.988
-0.740,98.5661,-0.680,0.000,26.149,-3.380,-18.364,32.131
-0.720,98.5656,-0.534,0.000,25.971,-3.558,-18.364,32.006
-0.700,98.5661,-0.143,0.000,25.971,-3.558,-18.112,31.862
-0.680,98.5714,-0.502,0.000,26.149,-3.736,-18.364,32.171
-0.660,98.5630,-0.130,0.000,26.149,-3.380,-18.112,31.988
-0.640,98.5661,-0.174,0.000,26.326,-3.558,-18.364,32.295
-0.620,98.5630,0.001,0.000,26.504,-3.736,-18.112,32.319
-0.600,98.5667,-0.088,0.000,26.504,-3.380,-18.112,32.279
-0.580,98.5708,-1.161,0.000,26.504,-3.736,-18.364,32.460
-0.560,98.5620,-0.793,0.000,26.504,-3.380,-18.364,32.421
-0.540,98.5630,-0.440,0.000,26.326,-3.913,-18.112,32.194
-0.520,98.5672,-0.430,0.000,26.149,-3.736,-18.112,32.028
-0.500,98.5672,-0.316,0.000,26.326,-3.558,-18.364,32.295
-0.480,98.5651,-0.172,0.000,26.326,-3.558,-18.112,32.153
-0.460,98.5640,-0.064,0.000,26.326,-3.558,-18.112,32.153
-0.440,98.5646,0.014,0.000,26.149,-3.380,-18.112,31.988
-0.420,98.5661,-0.213,0.000,26.326,-3.913,-18.364,32.336
-0.400,98.5640,0.155,0.000,26.326,-3.558,-18.112,32.153
-0.380,98.5661,0.110,0.000,26.149,-3.736,-18.112,32.028
-0.360,98.5640,-0.378,0.000,26.149,-3.736,-18.112,32.028
-0.340,98.5656,-0.603,0.000,26.149,-3.736,-18.364,32.171
-0.320,98.5609,-0.278,0.000,27.394,-3.558,-18.364,33.171
-0.300,98.5620,0.365,0.000,27.394,-2.846,-18.364,33.102
-0.280,98.5682,0.205,0.000,26.326,-3.558,-18.364,32.295
-0.260,98.5656,0.342,0.000,25.793,-3.736,-18.364,31.882
-0.240,98.5656,-0.110,0.000,26.149,-3.736,-18.112,32.028
-0.220,98.5646,0.188,0.000,26.326,-3.558,-18.364,32.295
-0.200,98.5693,-0.241,0.000,26.149,-3.380,-18.364,32.131
-0.180,98.5651,-0.086,0.000,26.326,-3.558,-18.112,32.153
-0.160,98.5677,-0.457,0.000,26.326,-3.202,-17.861,31.974
-0.140,98.5640,-0.138,0.000,26.504,-3.736,-18.112,32.319
-0.120,98.5651,0.118,0.000,26.326,-3.558,-18.364,32.295
-0.100,98.5614,0.212,0.000,26.504,-3.736,-18.364,32.460
-0.080,98.5682,-0.217,0.000,26.682,-3.558,-18.112,32.445
-0.060,98.5646,-0.388,0.000,26.149,-3.736,-18.112,32.028
-0.040,98.5672,-0.410,0.000,26.326,-3.913,-18.112,32.194
-0.020,98.5640,-0.032,0.000,26.682,-3.202,-18.364,32.549
0.000,98.5667,0.046,0.000,27.038,-3.202,-18.364,32.841
0.020,98.5646,0.110,0.000,25.615,-3.913,-18.112,31.615
0.040,98.5661,-0.397,0.000,26.149,-3.736,-18.112,32.028
0.060,98.5656,-0.464,0.000,26.504,-3.736,-18.616,32.603
0.080,98.5646,-0.618,0.000,30.240,-3.558,-18.616,35.688
0.100,98.5301,3.347,12.377,604.442,-123.806,-207.791,618.841
0.120,98.4366,16.201,25.724,593.946,-134.301,-344.389,667.381
0.140,98.5411,20.187,39.410,582.206,-146.041,-391.180,684.259
0.160,98.5358,24.609,53.151,616.182,-112.065,-353.697,687.064
0.180,98.5332,21.695,67.145,590.567,-137.680,-409.795,699.686
0.200,98.5280,19.495,80.864,582.740,-145.507,-393.695,685.960
0.220,98.5212,18.173,95.130,612.624,-115.623,-408.789,713.310
0.240,98.5197,17.065,109.187,604.264,-123.983,-399.733,702.846
0.260,98.5082,17.073,123.586,612.802,-115.445,-420.612,719.976
0.280,98.4977,18.168,138.015,624.364,-103.883,-409.041,721.416
0.300,98.4847,19.923,152.128,605.865,-122.383,-403.003,705.676
0.320,98.4732,22.748,166.305,606.042,-122.205,-408.538,708.829
0.340,98.4559,26.615,180.613,603.374,-124.873,-423.380,715.399
0.360,98.4298,32.193,195.028,610.312,-117.935,-424.889,720.741
0.380,98.4032,38.988,209.380,605.509,-122.738,-424.889,717.624
0.400,98.3630,48.080,224.037,613.691,-114.556,-442.247,732.864
0.420,98.3212,59.503,238.754,609.422,-118.825,-452.058,735.831
0.440,98.2648,73.585,253.572,607.999,-120.248,-462.120,740.896
0.460,98.2502,85.288,268.355,608.533,-119.714,-458.598,739.134
0.480,98.2408,94.355,283.011,586.120,-142.127,-470.673,732.829
0.500,98.2758,96.518,297.360,583.274,-144.973,-448.033,717.439
0.520,98.2940,94.991,313.091,628.456,-99.792,-515.200,786.546
0.540,98.3196,89.900,327.404,590.567,-91.787,-449.542,715.652
0.560,98.3275,86.982,341.740,599.283,-119.359,-433.191,716.826
0.580,98.3233,84.175,356.383,620.807,-107.440,-432.688,732.105
0.600,98.3144,81.914,370.902,618.850,-109.397,-424.134,725.977
0.620,98.3066,80.131,385.522,625.432,-93.921,-427.153,730.981
0.640,98.2810,80.187,400.048,623.831,-79.157,-424.134,726.299
0.660,98.2491,82.349,414.503,618.672,-81.826,-424.889,722.771
0.680,98.2246,85.793,429.066,618.850,-69.552,-436.209,728.123
0.700,98.2094,89.632,443.729,619.206,-81.292,-442.498,733.195
0.720,98.2027,93.171,458.154,598.038,-88.941,-449.542,721.224
0.740,98.1943,96.574,472.505,553.745,-139.637,-485.767,717.535
0.760,98.1948,99.187,486.642,595.547,-112.777,-422.877,706.867
0.780,98.1807,102.237,500.807,598.038,-127.363,-417.594,708.243
0.800,98.1697,105.426,515.051,603.374,-120.959,-418.852,712.198
0.820,98.1494,109.446,529.237,610.312,-104.061,-408.034,709.286
0.840,98.1426,113.131,543.397,602.485,-84.850,-421.619,708.036
0.860,98.1363,116.479,557.367,600.884,-67.239,-410.298,698.503
0.880,98.1097,121.080,571.393,599.105,-60.480,-418.852,701.299
0.900,98.0836,126.699,585.287,589.677,-64.571,-420.109,694.698
0.920,98.0710,132.120,598.942,584.875,-76.489,-404.009,682.749
0.940,98.0632,136.985,612.343,563.885,-82.537,-410.298,670.027
0.960,98.0507,141.705,626.030,590.211,-96.412,-394.702,684.343
0.980,98.0392,146.201,639.307,582.918,-93.388,-368.791,663.875
1.000,98.0303,150.286,652.541,580.783,-83.071,-370.552,661.715
1.020,98.0147,154.523,665.646,571.889,-65.283,-375.834,655.238
1.040,98.0058,158.360,678.779,567.086,-53.364,-387.406,656.653
1.060,97.9891,162.444,691.553,545.918,-65.638,-384.388,638.687
1.080,97.9666,167.171,703.982,532.933,-75.778,-370.803,621.447
1.100,97.9468,172.231,714.336,444.882,-57.812,-317.975,517.682
1.120,97.9342,177.005,721.022,293.149,-30.596,-217.853,334.314
1.140,97.9243,181.317,724.678,170.411,8.183,-130.813,182.785
1.160,97.9133,185.308,725.868,68.129,18.322,-58.614,59.521
1.180,97.8810,190.650,726.116,36.999,16.009,-19.119,12.418
1.200,97.8136,199.814,726.100,27.394,7.471,13.333,-0.831
1.220,97.7269,213.680,725.942,1.245,-2.312,24.150,-7.908
1.240,97.6392,231.561,724.501,-25.615,2.135,30.439,-72.040
1.260,97.5614,251.989,722.886,-39.134,1.423,28.678,-80.738
1.280,97.5123,272.239,719.948,-71.330,-13.697,88.802,-146.923
1.300,97.4653,292.014,717.771,-58.167,32.908,37.483,-108.825
1.320,97.4173,311.311,715.542,-57.812,33.620,42.514,-111.446
1.340,97.3640,330.461,713.362,-54.432,24.548,48.300,-109.000
1.360,97.3066,349.682,711.236,-49.095,14.586,53.583,-106.323
1.380,97.2517,368.645,709.131,-50.874,7.827,51.822,-105.241
1.400,97.1896,387.838,707.054,-52.297,9.606,48.048,-103.865
1.420,97.1306,406.888,704.951,-56.922,11.740,44.023,-105.111
1.440,97.0868,424.565,702.866,-54.432,20.634,42.514,-104.284
1.460,97.0340,441.677,700.759,-52.831,26.149,43.269,-105.323
1.480,96.9834,458.087,698.625,-55.321,24.370,43.520,-106.687
1.500,96.9369,473.539,696.514,-52.653,22.769,45.784,-105.596
1.520,96.8769,489.188,694.473,-49.095,10.317,48.552,-102.014
1.540,96.8231,504.508,692.449,-49.985,11.918,46.036,-101.191
1.560,96.7709,519.422,690.412,-50.696,9.783,46.791,-101.879
1.580,96.7229,533.664,688.428,-49.451,15.298,42.514,-99.184
1.600,96.6748,547.342,686.415,-51.230,17.788,41.759,-100.645
1.620,96.6242,560.755,684.381,-51.764,24.370,39.495,-101.721
1.640,96.5772,573.692,682.401,-51.052,20.812,37.734,-99.008
1.660,96.5292,586.333,680.453,-49.095,11.740,41.256,-97.394
1.680,96.4733,599.363,678.509,-45.182,10.317,45.533,-97.170
1.700,96.4164,612.840,676.572,-44.826,8.894,45.784,-96.889
1.720,96.3673,626.131,674.577,-47.850,14.764,45.281,-99.713
1.740,96.3204,639.127,672.637,-45.716,12.274,44.275,-97.014
1.760,96.2723,651.990,670.719,-48.740,13.519,38.741,-95.911
1.780,96.2316,664.206,668.769,-50.163,19.923,36.728,-97.485
1.800,96.1831,676.506,666.856,-46.783,17.255,39.244,-95.654
1.820,96.1371,688.724,664.914,-49.451,21.346,36.225,-97.110
1.840,96.0834,701.508,662.995,-46.961,17.788,39.244,-95.932
1.860,96.0348,714.407,661.099,-40.557,17.077,44.527,-94.803
1.880,95.9826,727.714,659.224,-39.134,8.183,46.791,-93.745
1.900,95.9320,741.264,657.349,-40.913,14.231,43.772,-93.782
1.920,95.8839,754.841,655.521,-47.494,12.630,32.955,-91.371
1.940,95.8437,767.839,653.600,-54.432,16.721,28.930,-96.070
1.960,95.8024,780.446,651.812,-44.648,11.207,33.961,-89.405
1.980,95.7529,793.378,649.966,-43.937,16.543,37.483,-92.276
2.000,95.6986,806.971,648.049,-44.648,18.322,41.508,-95.856
2.020,95.6537,820.411,646.193,-41.091,15.476,41.759,-92.795
2.040,95.6047,834.048,644.339,-43.403,8.538,41.256,-92.688
2.060,95.5608,847.452,642.510,-43.937,14.764,36.980,-91.495
2.080,95.5133,860.947,640.698,-45.716,10.495,34.716,-90.554
2.100,95.4663,874.477,638.807,-49.273,12.985,35.973,-94.574
2.120,95.4225,887.798,636.983,-46.605,14.942,32.955,-91.203
2.140,95.3797,900.862,635.142,-43.759,17.788,36.728,-92.035
2.160,95.3306,914.198,633.331,-44.648,14.408,34.716,-90.563
2.180,95.2805,927.848,631.499,-43.225,16.543,37.231,-91.599
2.200,95.2403,940.993,629.710,-43.225,13.697,34.967,-89.460
2.220,95.1949,954.121,627.935,-43.225,11.207,34.716,-88.761
2.240,95.1510,967.109,626.159,-42.514,13.697,34.716,-88.770
2.260,95.1088,979.856,624.376,-42.158,18.678,33.458,-89.170
2.280,95.0608,992.853,622.576,-43.403,15.298,34.967,-89.998
2.300,95.0149,1005.899,620.819,-42.692,14.231,32.703,-87.829
2.320,94.9736,1018.633,619.072,-40.557,11.740,35.470,-87.344
2.340,94.9256,1031.627,617.336,-42.158,5.870,34.213,-86.810
2.360,94.8823,1044.482,615.628,-40.201,4.981,34.464,-85.386
2.380,94.8384,1057.266,613.899,-41.980,12.807,31.948,-86.487
2.400,94.7956,1069.909,612.150,-42.869,12.630,32.452,-87.430
2.420,94.7580,1082.031,610.400,-40.735,17.255,33.206,-87.515
2.440,94.7106,1094.486,608.667,-40.379,13.341,33.961,-86.622
2.460,94.6626,1107.278,606.959,-39.312,14.764,32.703,-85.425
2.480,94.6255,1119.503,605.309,-37.533,10.851,31.697,-82.511
2.500,94.5796,1131.948,603.638,-37.711,7.827,33.961,-83.549
2.520,94.5384,1144.215,601.978,-38.778,9.250,31.445,-82.975
2.540,94.4950,1156.503,600.321,-38.600,9.428,31.445,-82.872
2.560,94.4513,1168.854,598.685,-36.466,11.207,31.697,-81.799
2.580,94.4074,1181.271,597.059,-36.821,12.630,29.936,-81.307
2.600,94.3615,1193.909,595.424,-38.778,12.452,28.175,-81.724
2.620,94.3270,1205.838,593.800,-36.821,9.428,30.942,-81.211
2.640,94.2858,1217.696,592.186,-34.153,13.519,31.697,-80.717
2.660,94.2435,1229.594,590.556,-37.355,11.740,29.936,-81.489
2.680,94.2018,1241.488,588.932,-37.533,10.495,29.684,-81.190
2.700,94.1626,1253.183,587.359,-34.153,7.115,30.691,-78.665
2.720,94.1182,1265.134,585.738,-35.754,10.139,31.697,-81.045
2.740,94.0765,1277.091,584.139,-35.576,9.250,30.439,-79.926
2.760,94.0421,1288.490,582.511,-38.956,9.783,28.427,-81.407
2.780,94.0008,1299.959,580.996,-33.442,6.404,27.169,-75.760
2.800,93.9617,1311.334,579.466,-32.908,11.918,27.169,-76.507
2.820,93.9195,1322.880,577.956,-30.774,10.139,28.678,-75.469
2.840,93.8804,1334.334,576.455,-30.418,12.630,27.420,-75.056
2.860,93.8365,1346.099,574.958,-31.129,14.408,25.408,-74.887
2.880,93.8026,1357.343,573.473,-32.730,12.096,23.395,-74.211
2.900,93.7564,1369.124,571.986,-32.552,14.764,22.389,-74.377
2.920,93.7212,1380.495,570.513,-31.307,12.807,23.898,-73.616
2.940,93.6821,1391.840,569.098,-26.504,10.139,26.163,-70.797
2.960,93.6413,1403.293,567.651,-30.774,10.139,23.647,-72.312
2.980,93.6027,1414.675,566.248,-26.504,11.918,24.402,-70.147
3.000,93.5693,1425.588,564.813,-29.528,12.096,23.395,-71.767
3.020,93.5328,1436.353,563.361,-30.418,15.120,21.886,-72.608
